date,location,item,opening_stock,received,issued,closing_stock,lead_time_days,criticality,supplier
2025-10-25,Hospital A,Amoxicillin,107,27,30,104,4,High,Supplier Y
2025-10-25,Hospital A,Rice,77,45,11,111,6,Medium,Supplier X
2025-10-25,Hospital A,Flour,146,28,117,57,2,Medium,Supplier Y
2025-10-25,Hospital B,Paracetamol,70,35,58,47,5,High,Supplier Y
2025-10-25,Hospital B,Amoxicillin,117,36,53,100,4,High,Supplier Y
2025-10-25,Hospital B,Rice,184,18,159,43,3,Medium,Supplier Y
2025-10-25,Hospital B,Flour,161,29,176,14,5,Medium,Supplier Y
2025-10-25,Warehouse C,Paracetamol,126,37,12,151,6,High,Supplier X
2025-10-25,Warehouse C,Amoxicillin,153,19,171,1,3,High,Supplier Y
2025-10-25,Warehouse C,Rice,154,24,129,49,2,Medium,Supplier X
2025-10-25,Warehouse C,Flour,138,42,69,111,3,Medium,Supplier X
2025-10-26,Hospital A,Paracetamol,126,22,137,11,6,High,Supplier Y
2025-10-26,Hospital A,Amoxicillin,131,33,108,56,3,High,Supplier Y
2025-10-26,Hospital A,Rice,64,40,59,45,2,Medium,Supplier X
2025-10-26,Hospital A,Flour,108,6,102,12,5,Medium,Supplier Y
2025-10-26,Hospital B,Paracetamol,84,2,6,80,4,High,Supplier X
2025-10-26,Hospital B,Amoxicillin,132,18,59,91,4,High,Supplier X
2025-10-26,Hospital B,Rice,140,44,86,98,6,Medium,Supplier Y
2025-10-26,Hospital B,Flour,96,25,14,107,3,Medium,Supplier Y
2025-10-26,Warehouse C,Paracetamol,189,23,75,137,3,High,Supplier X
2025-10-26,Warehouse C,Amoxicillin,157,30,184,3,5,High,Supplier X
2025-10-26,Warehouse C,Rice,52,33,4,81,3,Medium,Supplier X
2025-10-26,Warehouse C,Flour,123,37,63,97,6,Medium,Supplier X
2025-10-27,Hospital A,Paracetamol,91,46,9,128,4,High,Supplier X
2025-10-27,Hospital A,Amoxicillin,149,31,74,106,2,High,Supplier Y
2025-10-27,Hospital A,Rice,166,19,48,137,6,Medium,Supplier X
2025-10-27,Hospital A,Flour,186,10,146,50,2,Medium,Supplier X
2025-10-27,Hospital B,Paracetamol,115,38,105,48,4,High,Supplier Y
2025-10-27,Hospital B,Amoxicillin,190,24,54,160,2,High,Supplier Y
2025-10-27,Hospital B,Rice,96,42,113,25,2,Medium,Supplier Y
2025-10-27,Hospital B,Flour,156,12,62,106,5,Medium,Supplier X
2025-10-27,Warehouse C,Paracetamol,63,13,60,16,4,High,Supplier Y
2025-10-27,Warehouse C,Amoxicillin,181,29,98,112,3,High,Supplier Y
2025-10-27,Warehouse C,Rice,115,12,96,31,2,Medium,Supplier Y
2025-10-27,Warehouse C,Flour,70,19,34,55,4,Medium,Supplier Y
2025-10-28,Hospital A,Paracetamol,78,12,8,82,6,High,Supplier Y
2025-10-28,Hospital A,Amoxicillin,109,21,20,110,4,High,Supplier Y
2025-10-28,Hospital A,Rice,88,35,69,54,5,Medium,Supplier X
2025-10-28,Hospital A,Flour,181,25,36,170,2,Medium,Supplier Y
2025-10-28,Hospital B,Paracetamol,138,48,36,150,6,High,Supplier Y
2025-10-28,Hospital B,Amoxicillin,129,9,121,17,3,High,Supplier X
2025-10-28,Hospital B,Rice,137,47,166,18,5,Medium,Supplier Y
2025-10-28,Hospital B,Flour,155,28,81,102,2,Medium,Supplier Y
2025-10-28,Warehouse C,Paracetamol,163,25,147,41,2,High,Supplier Y
2025-10-28,Warehouse C,Amoxicillin,193,46,80,159,4,High,Supplier Y
2025-10-28,Warehouse C,Rice,159,43,100,102,5,Medium,Supplier X
2025-10-28,Warehouse C,Flour,144,3,60,87,2,Medium,Supplier X
2025-10-29,Hospital A,Paracetamol,87,42,81,48,3,High,Supplier X
2025-10-29,Hospital A,Amoxicillin,125,17,13,129,4,High,Supplier X
2025-10-29,Hospital A,Rice,147,17,25,139,4,Medium,Supplier Y
2025-10-29,Hospital A,Flour,176,37,180,33,6,Medium,Supplier X
2025-10-29,Hospital B,Paracetamol,80,31,4,107,4,High,Supplier X
2025-10-29,Hospital B,Amoxicillin,122,36,152,6,4,High,Supplier Y
2025-10-29,Hospital B,Rice,160,33,114,79,4,Medium,Supplier X
2025-10-29,Hospital B,Flour,196,5,11,190,5,Medium,Supplier X
2025-10-29,Warehouse C,Paracetamol,136,26,6,156,6,High,Supplier X
2025-10-29,Warehouse C,Amoxicillin,74,19,19,74,5,High,Supplier Y
2025-10-29,Warehouse C,Rice,104,12,32,84,3,Medium,Supplier Y
2025-10-29,Warehouse C,Flour,68,13,80,1,5,Medium,Supplier X
2025-10-30,Hospital A,Paracetamol,182,39,6,215,2,High,Supplier Y
2025-10-30,Hospital A,Amoxicillin,107,12,86,33,3,High,Supplier X
2025-10-30,Hospital A,Rice,172,9,132,49,2,Medium,Supplier Y
2025-10-30,Hospital A,Flour,93,19,68,44,6,Medium,Supplier Y
2025-10-30,Hospital B,Paracetamol,163,20,63,120,5,High,Supplier X
2025-10-30,Hospital B,Amoxicillin,189,18,186,21,5,High,Supplier X
2025-10-30,Hospital B,Rice,191,7,53,145,4,Medium,Supplier X
2025-10-30,Hospital B,Flour,76,23,37,62,5,Medium,Supplier X
2025-10-30,Warehouse C,Paracetamol,71,31,87,15,5,High,Supplier Y
2025-10-30,Warehouse C,Amoxicillin,100,21,29,92,6,High,Supplier Y
2025-10-30,Warehouse C,Rice,112,43,144,11,6,Medium,Supplier X
2025-10-30,Warehouse C,Flour,113,16,13,116,6,Medium,Supplier X
2025-10-31,Hospital A,Paracetamol,64,8,55,17,6,High,Supplier X
2025-10-31,Hospital A,Amoxicillin,115,38,96,57,6,High,Supplier Y
2025-10-31,Hospital A,Rice,151,0,107,44,3,Medium,Supplier X
2025-10-31,Hospital A,Flour,81,38,92,27,2,Medium,Supplier Y
2025-10-31,Hospital B,Paracetamol,160,48,55,153,6,High,Supplier Y
2025-10-31,Hospital B,Amoxicillin,135,20,26,129,4,High,Supplier X
2025-10-31,Hospital B,Rice,84,11,45,50,5,Medium,Supplier Y
2025-10-31,Hospital B,Flour,77,31,74,34,2,Medium,Supplier X
2025-10-31,Warehouse C,Paracetamol,59,45,29,75,2,High,Supplier Y
2025-10-31,Warehouse C,Amoxicillin,60,47,45,62,3,High,Supplier Y
2025-10-31,Warehouse C,Rice,71,38,75,34,4,Medium,Supplier X
2025-10-31,Warehouse C,Flour,167,26,146,47,2,Medium,Supplier X
2025-11-01,Hospital A,Paracetamol,188,31,143,76,2,High,Supplier Y
2025-11-01,Hospital A,Amoxicillin,76,15,6,85,6,High,Supplier X
2025-11-01,Hospital A,Rice,96,32,118,10,3,Medium,Supplier X
2025-11-01,Hospital A,Flour,163,15,109,69,4,Medium,Supplier Y
2025-11-01,Hospital B,Paracetamol,195,16,96,115,4,High,Supplier Y
2025-11-01,Hospital B,Amoxicillin,128,45,1,172,6,High,Supplier X
2025-11-01,Hospital B,Rice,78,38,27,89,4,Medium,Supplier X
2025-11-01,Hospital B,Flour,153,31,115,69,5,Medium,Supplier Y
2025-11-01,Warehouse C,Paracetamol,132,23,56,99,6,High,Supplier Y
2025-11-01,Warehouse C,Amoxicillin,183,35,112,106,6,High,Supplier X
2025-11-01,Warehouse C,Rice,91,30,21,100,5,Medium,Supplier Y
2025-11-01,Warehouse C,Flour,84,33,74,43,6,Medium,Supplier Y
2025-11-02,Hospital A,Paracetamol,124,28,128,24,6,High,Supplier X
2025-11-02,Hospital A,Amoxicillin,160,1,93,68,4,High,Supplier Y
2025-11-02,Hospital A,Rice,95,36,44,87,4,Medium,Supplier Y
2025-11-02,Hospital A,Flour,62,14,11,65,2,Medium,Supplier X
2025-11-02,Hospital B,Paracetamol,114,17,91,40,6,High,Supplier X
2025-11-02,Hospital B,Amoxicillin,103,11,75,39,5,High,Supplier X
2025-11-02,Hospital B,Rice,71,31,3,99,6,Medium,Supplier Y
2025-11-02,Hospital B,Flour,73,37,76,34,6,Medium,Supplier Y
2025-11-02,Warehouse C,Paracetamol,185,34,152,67,2,High,Supplier X
2025-11-02,Warehouse C,Amoxicillin,183,37,93,127,3,High,Supplier Y
2025-11-02,Warehouse C,Rice,105,25,97,33,2,Medium,Supplier Y
2025-11-02,Warehouse C,Flour,131,31,111,51,2,Medium,Supplier Y
2025-11-03,Hospital A,Paracetamol,62,35,28,69,5,High,Supplier X
2025-11-03,Hospital A,Amoxicillin,58,49,88,19,4,High,Supplier X
2025-11-03,Hospital A,Rice,53,3,4,52,3,Medium,Supplier Y
2025-11-03,Hospital A,Flour,90,35,28,97,6,Medium,Supplier X
2025-11-03,Hospital B,Paracetamol,140,7,137,10,4,High,Supplier Y
2025-11-03,Hospital B,Amoxicillin,198,7,150,55,3,High,Supplier Y
2025-11-03,Hospital B,Rice,156,26,106,76,4,Medium,Supplier X
2025-11-03,Hospital B,Flour,94,35,55,74,2,Medium,Supplier Y
2025-11-03,Warehouse C,Paracetamol,125,2,62,65,2,High,Supplier Y
2025-11-03,Warehouse C,Amoxicillin,169,17,123,63,2,High,Supplier Y
2025-11-03,Warehouse C,Rice,89,38,90,37,2,Medium,Supplier X
2025-11-03,Warehouse C,Flour,126,40,114,52,6,Medium,Supplier Y
2025-11-04,Hospital A,Paracetamol,133,46,21,158,6,High,Supplier Y
2025-11-04,Hospital A,Amoxicillin,138,39,112,65,6,High,Supplier X
2025-11-04,Hospital A,Rice,91,49,131,9,3,Medium,Supplier X
2025-11-04,Hospital A,Flour,93,19,44,68,4,Medium,Supplier Y
2025-11-04,Hospital B,Paracetamol,127,35,14,148,4,High,Supplier Y
2025-11-04,Hospital B,Amoxicillin,128,32,91,69,5,High,Supplier X
2025-11-04,Hospital B,Rice,57,39,2,94,2,Medium,Supplier Y
2025-11-04,Hospital B,Flour,88,40,68,60,6,Medium,Supplier X
2025-11-04,Warehouse C,Paracetamol,55,15,69,1,3,High,Supplier X
2025-11-04,Warehouse C,Amoxicillin,105,42,122,25,2,High,Supplier X
2025-11-04,Warehouse C,Rice,113,8,3,118,6,Medium,Supplier Y
2025-11-04,Warehouse C,Flour,184,14,136,62,6,Medium,Supplier X
2025-11-05,Hospital A,Paracetamol,65,40,99,6,5,High,Supplier X
2025-11-05,Hospital A,Amoxicillin,143,29,19,153,2,High,Supplier Y
2025-11-05,Hospital A,Rice,73,30,37,66,6,Medium,Supplier X
2025-11-05,Hospital A,Flour,89,16,85,20,3,Medium,Supplier X
2025-11-05,Hospital B,Paracetamol,90,0,30,60,2,High,Supplier X
2025-11-05,Hospital B,Amoxicillin,100,37,88,49,5,High,Supplier X
2025-11-05,Hospital B,Rice,112,40,24,128,4,Medium,Supplier X
2025-11-05,Hospital B,Flour,116,44,31,129,2,Medium,Supplier Y
2025-11-05,Warehouse C,Paracetamol,119,30,56,93,2,High,Supplier Y
2025-11-05,Warehouse C,Amoxicillin,54,14,19,49,4,High,Supplier Y
2025-11-05,Warehouse C,Rice,101,16,97,20,2,Medium,Supplier X
2025-11-05,Warehouse C,Flour,65,41,88,18,5,Medium,Supplier X
2025-11-06,Hospital A,Paracetamol,92,38,23,107,2,High,Supplier Y
2025-11-06,Hospital A,Amoxicillin,188,42,27,203,2,High,Supplier Y
2025-11-06,Hospital A,Rice,182,14,182,14,6,Medium,Supplier X
2025-11-06,Hospital A,Flour,79,44,43,80,4,Medium,Supplier X
2025-11-06,Hospital B,Paracetamol,178,24,110,92,6,High,Supplier X
2025-11-06,Hospital B,Amoxicillin,63,36,12,87,5,High,Supplier Y
2025-11-06,Hospital B,Rice,178,15,87,106,4,Medium,Supplier Y
2025-11-06,Hospital B,Flour,95,36,24,107,3,Medium,Supplier Y
2025-11-06,Warehouse C,Paracetamol,69,20,20,69,4,High,Supplier Y
2025-11-06,Warehouse C,Amoxicillin,141,33,10,164,3,High,Supplier X
2025-11-06,Warehouse C,Rice,140,3,55,88,4,Medium,Supplier Y
2025-11-06,Warehouse C,Flour,63,1,53,11,2,Medium,Supplier X
2025-11-07,Hospital A,Paracetamol,74,20,26,68,5,High,Supplier X
2025-11-07,Hospital A,Amoxicillin,144,8,50,102,6,High,Supplier Y
2025-11-07,Hospital A,Rice,109,8,86,31,2,Medium,Supplier X
2025-11-07,Hospital A,Flour,147,34,11,170,6,Medium,Supplier Y
2025-11-07,Hospital B,Paracetamol,132,46,146,32,3,High,Supplier X
2025-11-07,Hospital B,Amoxicillin,175,47,67,155,3,High,Supplier X
2025-11-07,Hospital B,Rice,149,8,139,18,5,Medium,Supplier X
2025-11-07,Hospital B,Flour,181,39,43,177,2,Medium,Supplier Y
2025-11-07,Warehouse C,Paracetamol,109,45,28,126,2,High,Supplier X
2025-11-07,Warehouse C,Amoxicillin,124,18,41,101,6,High,Supplier X
2025-11-07,Warehouse C,Rice,80,37,116,1,3,Medium,Supplier X
2025-11-07,Warehouse C,Flour,119,34,47,106,5,Medium,Supplier X
2025-11-08,Hospital A,Paracetamol,129,49,17,161,4,High,Supplier X
2025-11-08,Hospital A,Amoxicillin,164,5,61,108,5,High,Supplier X
2025-11-08,Hospital A,Rice,174,15,75,114,6,Medium,Supplier X
2025-11-08,Hospital A,Flour,88,25,21,92,4,Medium,Supplier Y
2025-11-08,Hospital B,Paracetamol,162,12,118,56,5,High,Supplier X
2025-11-08,Hospital B,Amoxicillin,51,44,80,15,5,High,Supplier X
2025-11-08,Hospital B,Rice,194,46,88,152,2,Medium,Supplier X
2025-11-08,Hospital B,Flour,131,42,67,106,2,Medium,Supplier X
2025-11-08,Warehouse C,Paracetamol,169,0,92,77,3,High,Supplier Y
2025-11-08,Warehouse C,Amoxicillin,136,17,60,93,2,High,Supplier X
2025-11-08,Warehouse C,Rice,118,4,69,53,6,Medium,Supplier Y
2025-11-08,Warehouse C,Flour,123,27,7,143,6,Medium,Supplier X
2025-11-09,Hospital A,Paracetamol,114,8,68,54,5,High,Supplier X
2025-11-09,Hospital A,Amoxicillin,73,1,72,2,6,High,Supplier Y
2025-11-09,Hospital A,Rice,154,29,109,74,6,Medium,Supplier X
2025-11-09,Hospital A,Flour,95,2,53,44,2,Medium,Supplier X
2025-11-09,Hospital B,Paracetamol,161,7,37,131,2,High,Supplier Y
2025-11-09,Hospital B,Amoxicillin,97,3,20,80,5,High,Supplier Y
2025-11-09,Hospital B,Rice,153,49,148,54,5,Medium,Supplier Y
2025-11-09,Hospital B,Flour,64,46,5,105,4,Medium,Supplier X
2025-11-09,Warehouse C,Paracetamol,196,21,95,122,5,High,Supplier Y
2025-11-09,Warehouse C,Amoxicillin,89,37,78,48,4,High,Supplier X
2025-11-09,Warehouse C,Rice,115,5,64,56,4,Medium,Supplier X
2025-11-09,Warehouse C,Flour,86,40,38,88,3,Medium,Supplier Y
2025-11-10,Hospital A,Paracetamol,155,12,87,80,2,High,Supplier Y
2025-11-10,Hospital A,Amoxicillin,96,46,73,69,5,High,Supplier Y
2025-11-10,Hospital A,Rice,127,30,136,21,5,Medium,Supplier Y
2025-11-10,Hospital A,Flour,196,39,105,130,2,Medium,Supplier Y
2025-11-10,Hospital B,Paracetamol,141,9,90,60,3,High,Supplier Y
2025-11-10,Hospital B,Amoxicillin,105,21,88,38,6,High,Supplier Y
2025-11-10,Hospital B,Rice,102,14,110,6,5,Medium,Supplier Y
2025-11-10,Hospital B,Flour,53,22,9,66,5,Medium,Supplier Y
2025-11-10,Warehouse C,Paracetamol,115,4,49,70,6,High,Supplier X
2025-11-10,Warehouse C,Amoxicillin,81,15,46,50,3,High,Supplier Y
2025-11-10,Warehouse C,Rice,130,16,75,71,6,Medium,Supplier Y
2025-11-10,Warehouse C,Flour,181,11,56,136,3,Medium,Supplier Y
2025-11-11,Hospital A,Paracetamol,108,29,76,61,3,High,Supplier Y
2025-11-11,Hospital A,Amoxicillin,91,16,57,50,3,High,Supplier X
2025-11-11,Hospital A,Rice,199,16,97,118,5,Medium,Supplier Y
2025-11-11,Hospital A,Flour,162,5,94,73,2,Medium,Supplier Y
2025-11-11,Hospital B,Paracetamol,140,8,66,82,3,High,Supplier Y
2025-11-11,Hospital B,Amoxicillin,143,25,144,24,5,High,Supplier Y
2025-11-11,Hospital B,Rice,106,7,109,4,6,Medium,Supplier X
2025-11-11,Hospital B,Flour,150,4,129,25,6,Medium,Supplier X
2025-11-11,Warehouse C,Paracetamol,144,39,17,166,5,High,Supplier X
2025-11-11,Warehouse C,Amoxicillin,190,36,202,24,4,High,Supplier Y
2025-11-11,Warehouse C,Rice,134,29,19,144,3,Medium,Supplier Y
2025-11-11,Warehouse C,Flour,52,31,61,22,4,Medium,Supplier X
2025-11-12,Hospital A,Paracetamol,90,13,60,43,4,High,Supplier Y
2025-11-12,Hospital A,Amoxicillin,197,24,50,171,6,High,Supplier Y
2025-11-12,Hospital A,Rice,114,1,14,101,3,Medium,Supplier Y
2025-11-12,Hospital A,Flour,55,10,56,9,5,Medium,Supplier X
2025-11-12,Hospital B,Paracetamol,190,42,229,3,6,High,Supplier X
2025-11-12,Hospital B,Amoxicillin,73,38,92,19,6,High,Supplier Y
2025-11-12,Hospital B,Rice,137,49,66,120,6,Medium,Supplier Y
2025-11-12,Hospital B,Flour,123,24,104,43,4,Medium,Supplier X
2025-11-12,Warehouse C,Paracetamol,133,40,132,41,3,High,Supplier Y
2025-11-12,Warehouse C,Amoxicillin,50,0,14,36,6,High,Supplier X
2025-11-12,Warehouse C,Rice,99,6,93,12,5,Medium,Supplier Y
2025-11-12,Warehouse C,Flour,103,9,10,102,5,Medium,Supplier X
2025-11-13,Hospital A,Paracetamol,143,22,81,84,2,High,Supplier X
2025-11-13,Hospital A,Amoxicillin,115,48,0,163,3,High,Supplier X
2025-11-13,Hospital A,Rice,198,12,120,90,4,Medium,Supplier Y
2025-11-13,Hospital A,Flour,90,6,7,89,5,Medium,Supplier Y
2025-11-13,Hospital B,Paracetamol,60,5,12,53,6,High,Supplier Y
2025-11-13,Hospital B,Amoxicillin,123,14,125,12,6,High,Supplier X
2025-11-13,Hospital B,Rice,68,5,61,12,3,Medium,Supplier Y
2025-11-13,Hospital B,Flour,199,36,101,134,3,Medium,Supplier X
2025-11-13,Warehouse C,Paracetamol,95,46,66,75,2,High,Supplier Y
2025-11-13,Warehouse C,Amoxicillin,135,6,84,57,2,High,Supplier Y
2025-11-13,Warehouse C,Rice,118,48,67,99,3,Medium,Supplier Y
2025-11-13,Warehouse C,Flour,115,14,108,21,2,Medium,Supplier Y
2025-11-14,Hospital A,Paracetamol,90,16,72,34,3,High,Supplier Y
2025-11-14,Hospital A,Amoxicillin,167,29,185,11,3,High,Supplier Y
2025-11-14,Hospital A,Rice,153,19,97,75,4,Medium,Supplier X
2025-11-14,Hospital A,Flour,73,42,89,26,4,Medium,Supplier Y
2025-11-14,Hospital B,Paracetamol,120,16,93,43,3,High,Supplier Y
2025-11-14,Hospital B,Amoxicillin,191,29,84,136,2,High,Supplier Y
2025-11-14,Hospital B,Rice,103,23,16,110,4,Medium,Supplier X
2025-11-14,Hospital B,Flour,119,46,13,152,3,Medium,Supplier Y
2025-11-14,Warehouse C,Paracetamol,125,45,120,50,4,High,Supplier X
2025-11-14,Warehouse C,Amoxicillin,64,31,33,62,3,High,Supplier X
2025-11-14,Warehouse C,Rice,112,23,69,66,4,Medium,Supplier Y
2025-11-14,Warehouse C,Flour,155,40,40,155,2,Medium,Supplier Y
2025-11-15,Hospital A,Paracetamol,163,21,5,179,4,High,Supplier Y
2025-11-15,Hospital A,Amoxicillin,132,15,121,26,2,High,Supplier Y
2025-11-15,Hospital A,Rice,120,31,116,35,5,Medium,Supplier X
2025-11-15,Hospital A,Flour,148,47,180,15,5,Medium,Supplier Y
2025-11-15,Hospital B,Paracetamol,59,2,6,55,3,High,Supplier X
2025-11-15,Hospital B,Amoxicillin,91,20,5,106,4,High,Supplier X
2025-11-15,Hospital B,Rice,82,36,26,92,3,Medium,Supplier X
2025-11-15,Hospital B,Flour,93,8,61,40,3,Medium,Supplier Y
2025-11-15,Warehouse C,Paracetamol,79,16,43,52,2,High,Supplier Y
2025-11-15,Warehouse C,Amoxicillin,73,13,72,14,2,High,Supplier Y
2025-11-15,Warehouse C,Rice,69,8,45,32,5,Medium,Supplier X
2025-11-15,Warehouse C,Flour,147,34,42,139,3,Medium,Supplier Y
2025-11-16,Hospital A,Paracetamol,157,7,21,143,5,High,Supplier X
2025-11-16,Hospital A,Amoxicillin,62,40,94,8,4,High,Supplier X
2025-11-16,Hospital A,Rice,137,31,59,109,3,Medium,Supplier Y
2025-11-16,Hospital A,Flour,130,38,73,95,6,Medium,Supplier X
2025-11-16,Hospital B,Paracetamol,162,7,55,114,2,High,Supplier Y
2025-11-16,Hospital B,Amoxicillin,125,5,115,15,2,High,Supplier Y
2025-11-16,Hospital B,Rice,136,5,28,113,3,Medium,Supplier Y
2025-11-16,Hospital B,Flour,61,20,57,24,2,Medium,Supplier Y
2025-11-16,Warehouse C,Paracetamol,149,20,17,152,3,High,Supplier Y
2025-11-16,Warehouse C,Amoxicillin,192,34,217,9,6,High,Supplier Y
2025-11-16,Warehouse C,Rice,69,11,11,69,6,Medium,Supplier X
2025-11-16,Warehouse C,Flour,91,33,40,84,3,Medium,Supplier Y
2025-11-17,Hospital A,Paracetamol,159,42,101,100,3,High,Supplier X
2025-11-17,Hospital A,Amoxicillin,119,33,76,76,6,High,Supplier X
2025-11-17,Hospital A,Rice,144,12,29,127,2,Medium,Supplier Y
2025-11-17,Hospital A,Flour,57,38,27,68,6,Medium,Supplier X
2025-11-17,Hospital B,Paracetamol,195,4,131,68,2,High,Supplier X
2025-11-17,Hospital B,Amoxicillin,103,2,75,30,5,High,Supplier Y
2025-11-17,Hospital B,Rice,82,33,78,37,4,Medium,Supplier Y
2025-11-17,Hospital B,Flour,141,43,39,145,2,Medium,Supplier X
2025-11-17,Warehouse C,Paracetamol,137,30,81,86,2,High,Supplier Y
2025-11-17,Warehouse C,Amoxicillin,137,22,54,105,2,High,Supplier X
2025-11-17,Warehouse C,Rice,183,15,169,29,6,Medium,Supplier X
2025-11-17,Warehouse C,Flour,145,1,1,145,6,Medium,Supplier Y
2025-11-18,Hospital A,Paracetamol,172,39,4,207,4,High,Supplier X
2025-11-18,Hospital A,Amoxicillin,177,40,193,24,3,High,Supplier Y
2025-11-18,Hospital A,Rice,165,2,8,159,2,Medium,Supplier Y
2025-11-18,Hospital A,Flour,62,45,24,83,3,Medium,Supplier Y
2025-11-18,Hospital B,Paracetamol,172,47,9,210,3,High,Supplier Y
2025-11-18,Hospital B,Amoxicillin,124,27,76,75,5,High,Supplier Y
2025-11-18,Hospital B,Rice,97,33,13,117,2,Medium,Supplier X
2025-11-18,Hospital B,Flour,167,3,125,45,3,Medium,Supplier X
2025-11-18,Warehouse C,Paracetamol,162,31,50,143,6,High,Supplier Y
2025-11-18,Warehouse C,Amoxicillin,186,47,178,55,2,High,Supplier X
2025-11-18,Warehouse C,Rice,172,40,128,84,6,Medium,Supplier X
2025-11-18,Warehouse C,Flour,138,31,148,21,4,Medium,Supplier X
2025-11-19,Hospital A,Paracetamol,161,27,37,151,5,High,Supplier X
2025-11-19,Hospital A,Amoxicillin,179,27,3,203,4,High,Supplier X
2025-11-19,Hospital A,Rice,109,46,145,10,6,Medium,Supplier Y
2025-11-19,Hospital A,Flour,143,15,59,99,2,Medium,Supplier X
2025-11-19,Hospital B,Paracetamol,57,12,34,35,5,High,Supplier Y
2025-11-19,Hospital B,Amoxicillin,98,24,107,15,4,High,Supplier Y
2025-11-19,Hospital B,Rice,58,42,0,100,3,Medium,Supplier X
2025-11-19,Hospital B,Flour,108,11,116,3,3,Medium,Supplier Y
2025-11-19,Warehouse C,Paracetamol,163,15,77,101,2,High,Supplier Y
2025-11-19,Warehouse C,Amoxicillin,135,18,3,150,4,High,Supplier X
2025-11-19,Warehouse C,Rice,174,5,45,134,2,Medium,Supplier Y
2025-11-19,Warehouse C,Flour,109,4,95,18,4,Medium,Supplier Y
2025-11-20,Hospital A,Paracetamol,98,42,139,1,2,High,Supplier Y
2025-11-20,Hospital A,Amoxicillin,74,34,5,103,4,High,Supplier X
2025-11-20,Hospital A,Rice,81,19,61,39,2,Medium,Supplier Y
2025-11-20,Hospital A,Flour,75,9,77,7,2,Medium,Supplier X
2025-11-20,Hospital B,Paracetamol,115,3,6,112,3,High,Supplier X
2025-11-20,Hospital B,Amoxicillin,146,22,123,45,3,High,Supplier Y
2025-11-20,Hospital B,Rice,136,42,72,106,2,Medium,Supplier X
2025-11-20,Hospital B,Flour,61,27,70,18,4,Medium,Supplier X
2025-11-20,Warehouse C,Paracetamol,184,10,143,51,3,High,Supplier Y
2025-11-20,Warehouse C,Amoxicillin,94,45,14,125,6,High,Supplier Y
2025-11-20,Warehouse C,Rice,134,20,107,47,2,Medium,Supplier X
2025-11-20,Warehouse C,Flour,175,32,48,159,5,Medium,Supplier X
2025-11-21,Hospital A,Paracetamol,174,27,118,83,5,High,Supplier Y
2025-11-21,Hospital A,Amoxicillin,165,18,129,54,6,High,Supplier Y
2025-11-21,Hospital A,Rice,97,49,134,12,5,Medium,Supplier Y
2025-11-21,Hospital A,Flour,109,1,7,103,2,Medium,Supplier X
2025-11-21,Hospital B,Paracetamol,66,37,66,37,6,High,Supplier Y
2025-11-21,Hospital B,Amoxicillin,50,36,26,60,6,High,Supplier X
2025-11-21,Hospital B,Rice,169,35,128,76,3,Medium,Supplier Y
2025-11-21,Hospital B,Flour,148,29,21,156,4,Medium,Supplier Y
2025-11-21,Warehouse C,Paracetamol,177,40,161,56,3,High,Supplier Y
2025-11-21,Warehouse C,Amoxicillin,174,21,85,110,2,High,Supplier X
2025-11-21,Warehouse C,Rice,162,15,42,135,6,Medium,Supplier X
2025-11-21,Warehouse C,Flour,120,8,124,4,3,Medium,Supplier Y
2025-11-22,Hospital A,Paracetamol,172,21,35,158,3,High,Supplier X
2025-11-22,Hospital A,Amoxicillin,67,12,65,14,6,High,Supplier Y
2025-11-22,Hospital A,Rice,152,18,81,89,2,Medium,Supplier Y
2025-11-22,Hospital A,Flour,109,26,53,82,4,Medium,Supplier X
2025-11-22,Hospital B,Paracetamol,173,21,114,80,2,High,Supplier Y
2025-11-22,Hospital B,Amoxicillin,183,48,134,97,3,High,Supplier X
2025-11-22,Hospital B,Rice,52,21,20,53,3,Medium,Supplier Y
2025-11-22,Hospital B,Flour,198,23,159,62,5,Medium,Supplier X
2025-11-22,Warehouse C,Paracetamol,170,0,26,144,4,High,Supplier Y
2025-11-22,Warehouse C,Amoxicillin,180,37,67,150,5,High,Supplier X
2025-11-22,Warehouse C,Rice,97,36,95,38,5,Medium,Supplier X
2025-11-22,Warehouse C,Flour,85,39,123,1,3,Medium,Supplier X
2025-11-23,Hospital A,Paracetamol,98,5,27,76,3,High,Supplier X
2025-11-23,Hospital A,Amoxicillin,128,31,12,147,2,High,Supplier Y
2025-11-23,Hospital A,Rice,145,27,22,150,6,Medium,Supplier Y
2025-11-23,Hospital A,Flour,174,30,66,138,4,Medium,Supplier Y
2025-11-23,Hospital B,Paracetamol,64,43,6,101,4,High,Supplier Y
2025-11-23,Hospital B,Amoxicillin,64,17,43,38,3,High,Supplier X
2025-11-23,Hospital B,Rice,131,45,41,135,5,Medium,Supplier Y
2025-11-23,Hospital B,Flour,181,49,119,111,2,Medium,Supplier X
2025-11-23,Warehouse C,Paracetamol,50,48,75,23,2,High,Supplier X
2025-11-23,Warehouse C,Amoxicillin,111,11,57,65,3,High,Supplier X
2025-11-23,Warehouse C,Rice,55,7,4,58,2,Medium,Supplier Y
2025-11-23,Warehouse C,Flour,76,13,58,31,5,Medium,Supplier X
2025-11-24,Hospital A,Paracetamol,103,14,87,30,3,High,Supplier X
2025-11-24,Hospital A,Amoxicillin,140,47,97,90,4,High,Supplier X
