brand_name,generic_name,manufacturer,therapeutic_class,price,final_price,availability_status,rating,num_reviews
HealPlus,Paracetamol,Nova Life,Antihypertensive,1578.67,1341.87,Limited,3.9,356
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,682.68,648.55,In stock,3.9,13
BioTrust,Metformin,Sun Healthcare,Antibiotic,1121.5,1009.35,Out of stock,2.9,348
Medix,Atorvastatin,Sun Healthcare,Antihypertensive,928.14,788.92,Out of stock,4.4,409
PharmaOne,Omeprazole,ABC Pharma,Antidiabetic,681.23,681.23,Out of stock,2.6,371
BioTrust,Amoxicillin,Medicare Ltd,Antacid,1788.15,1519.93,Out of stock,4.0,72
BioTrust,Omeprazole,ABC Pharma,Antacid,1137.88,910.3,Out of stock,2.7,243
HealPlus,Omeprazole,Sun Healthcare,Antihypertensive,1442.1,1297.89,Out of stock,5.0,2
BioTrust,Metformin,Sun Healthcare,Antibiotic,94.54,80.36,In stock,4.4,337
PharmaOne,Paracetamol,Sun Healthcare,Analgesic,1795.4,1705.63,In stock,3.4,87
BioTrust,Paracetamol,ABC Pharma,Antidiabetic,1706.82,1706.82,Limited,4.2,473
HealPlus,Amoxicillin,Sun Healthcare,Antihypertensive,1702.75,1447.34,Out of stock,3.4,246
PharmaOne,Amoxicillin,Sun Healthcare,Analgesic,1975.3,1679.0,In stock,4.0,35
LifeCare,Atorvastatin,Medicare Ltd,Antacid,570.77,513.69,In stock,3.6,122
HealPlus,Atorvastatin,Sun Healthcare,Analgesic,1346.08,1278.78,Out of stock,3.1,295
BioTrust,Atorvastatin,ABC Pharma,Antidiabetic,214.57,214.57,Out of stock,4.5,196
LifeCare,Metformin,ABC Pharma,Antidiabetic,768.23,614.58,Limited,3.7,437
PharmaOne,Atorvastatin,ABC Pharma,Antihypertensive,1805.46,1715.19,Limited,3.5,267
PharmaOne,Omeprazole,Global Remedies,Antihypertensive,1533.92,1303.83,Out of stock,3.3,318
HealPlus,Amoxicillin,Global Remedies,Antidiabetic,1012.13,961.52,Limited,4.4,194
PharmaOne,Amoxicillin,Sun Healthcare,Antidiabetic,871.65,828.07,Out of stock,4.0,477
HealPlus,Atorvastatin,ABC Pharma,Antihypertensive,410.15,410.15,Out of stock,4.3,375
HealPlus,Amoxicillin,Global Remedies,Antibiotic,854.77,769.29,In stock,4.2,300
HealPlus,Amoxicillin,ABC Pharma,Antihypertensive,404.24,363.82,Limited,3.4,179
BioTrust,Omeprazole,Medicare Ltd,Antidiabetic,1064.48,1064.48,In stock,2.8,364
LifeCare,Omeprazole,Medicare Ltd,Antacid,118.69,112.76,Limited,3.0,325
PharmaOne,Metformin,Medicare Ltd,Antihypertensive,72.49,72.49,Out of stock,3.4,148
Medix,Metformin,Medicare Ltd,Antihypertensive,1572.72,1336.81,In stock,2.8,14
PharmaOne,Metformin,Sun Healthcare,Antibiotic,1605.45,1444.9,Limited,2.9,230
LifeCare,Metformin,Medicare Ltd,Analgesic,35.25,28.2,Limited,3.0,426
LifeCare,Paracetamol,Global Remedies,Antibiotic,1030.6,824.48,Limited,2.9,198
PharmaOne,Omeprazole,Nova Life,Antidiabetic,977.29,977.29,Out of stock,4.3,469
BioTrust,Omeprazole,Global Remedies,Antibiotic,329.43,263.54,Out of stock,3.2,149
HealPlus,Metformin,ABC Pharma,Antacid,785.36,667.56,Limited,3.9,246
PharmaOne,Metformin,ABC Pharma,Analgesic,156.65,140.99,Out of stock,3.8,58
BioTrust,Atorvastatin,Sun Healthcare,Antihypertensive,1316.85,1119.32,Out of stock,4.5,99
Medix,Omeprazole,Global Remedies,Antihypertensive,1645.38,1563.11,Limited,3.5,239
PharmaOne,Atorvastatin,Global Remedies,Antidiabetic,1628.33,1465.5,Out of stock,2.8,396
HealPlus,Omeprazole,ABC Pharma,Antibiotic,1311.6,1114.86,In stock,3.8,132
BioTrust,Amoxicillin,Nova Life,Antihypertensive,915.37,823.83,In stock,4.5,357
HealPlus,Amoxicillin,Sun Healthcare,Antacid,726.66,617.66,Limited,4.8,180
PharmaOne,Paracetamol,Nova Life,Antibiotic,1919.75,1631.79,In stock,4.3,435
PharmaOne,Omeprazole,ABC Pharma,Antidiabetic,591.91,473.53,Limited,4.4,485
PharmaOne,Amoxicillin,Nova Life,Antacid,1624.87,1381.14,In stock,2.6,97
LifeCare,Amoxicillin,Nova Life,Antihypertensive,1919.33,1919.33,Out of stock,2.8,18
Medix,Omeprazole,ABC Pharma,Antidiabetic,1477.73,1329.96,Out of stock,4.4,396
PharmaOne,Amoxicillin,Medicare Ltd,Antacid,1381.67,1312.59,In stock,3.6,61
BioTrust,Paracetamol,Global Remedies,Antidiabetic,656.87,591.18,Limited,4.9,269
LifeCare,Amoxicillin,Sun Healthcare,Antidiabetic,1999.92,1999.92,Out of stock,2.9,337
Medix,Metformin,Medicare Ltd,Antidiabetic,868.67,781.8,In stock,2.6,132
PharmaOne,Atorvastatin,ABC Pharma,Antibiotic,83.32,83.32,Limited,2.7,149
HealPlus,Paracetamol,Sun Healthcare,Antibiotic,233.48,198.46,Limited,3.2,403
Medix,Metformin,Global Remedies,Antacid,878.36,834.44,In stock,3.8,18
PharmaOne,Omeprazole,Sun Healthcare,Analgesic,752.3,714.68,Limited,4.5,459
HealPlus,Atorvastatin,Global Remedies,Antacid,946.2,946.2,Out of stock,2.9,296
Medix,Amoxicillin,Sun Healthcare,Antidiabetic,504.73,479.49,Limited,3.0,180
LifeCare,Atorvastatin,Sun Healthcare,Antidiabetic,984.2,885.78,In stock,3.3,38
Medix,Paracetamol,ABC Pharma,Antibiotic,1258.95,1133.06,In stock,2.7,107
LifeCare,Atorvastatin,ABC Pharma,Antibiotic,823.13,740.82,Out of stock,3.4,403
PharmaOne,Paracetamol,Nova Life,Antacid,247.64,247.64,In stock,2.8,230
LifeCare,Atorvastatin,Global Remedies,Antibiotic,1749.62,1487.18,Limited,4.5,440
Medix,Metformin,Global Remedies,Analgesic,331.53,281.8,Out of stock,3.3,274
BioTrust,Atorvastatin,ABC Pharma,Antibiotic,62.75,56.48,Limited,3.3,383
LifeCare,Atorvastatin,ABC Pharma,Antidiabetic,701.62,701.62,Limited,2.7,208
Medix,Amoxicillin,ABC Pharma,Antidiabetic,1011.0,1011.0,In stock,3.7,205
HealPlus,Paracetamol,Medicare Ltd,Antacid,557.7,501.93,In stock,4.4,230
BioTrust,Atorvastatin,Nova Life,Antibiotic,1191.47,1131.9,Out of stock,3.5,463
HealPlus,Amoxicillin,Global Remedies,Antihypertensive,1962.95,1766.65,In stock,4.3,343
HealPlus,Amoxicillin,Sun Healthcare,Antacid,954.78,811.56,Out of stock,3.1,347
HealPlus,Amoxicillin,Medicare Ltd,Antibiotic,1231.28,1108.15,Limited,2.9,336
LifeCare,Atorvastatin,Sun Healthcare,Antidiabetic,408.88,347.55,In stock,3.2,476
PharmaOne,Amoxicillin,ABC Pharma,Antibiotic,157.59,157.59,Limited,3.7,468
PharmaOne,Metformin,Nova Life,Antidiabetic,1934.5,1547.6,In stock,3.8,60
Medix,Paracetamol,Nova Life,Antihypertensive,1824.62,1642.16,In stock,2.8,430
HealPlus,Atorvastatin,Nova Life,Antacid,548.84,521.4,In stock,4.2,294
HealPlus,Atorvastatin,Global Remedies,Analgesic,1724.01,1551.61,Limited,3.6,299
Medix,Omeprazole,Global Remedies,Antihypertensive,502.66,452.39,Out of stock,3.9,130
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1507.63,1432.25,In stock,5.0,178
Medix,Metformin,Global Remedies,Antidiabetic,1799.61,1529.67,In stock,3.9,194
HealPlus,Paracetamol,Sun Healthcare,Antacid,79.18,71.26,Limited,2.7,317
LifeCare,Metformin,Nova Life,Antibiotic,672.4,605.16,Limited,3.2,309
LifeCare,Omeprazole,Medicare Ltd,Analgesic,28.05,26.65,Limited,4.2,225
BioTrust,Amoxicillin,Sun Healthcare,Antibiotic,835.47,751.92,In stock,3.2,120
HealPlus,Omeprazole,Nova Life,Antacid,115.41,103.87,In stock,2.8,40
Medix,Amoxicillin,Nova Life,Antibiotic,534.02,480.62,In stock,3.5,153
BioTrust,Omeprazole,Sun Healthcare,Antidiabetic,691.79,553.43,Out of stock,2.6,8
LifeCare,Metformin,Medicare Ltd,Antidiabetic,1882.06,1882.06,Limited,3.6,88
Medix,Paracetamol,Global Remedies,Analgesic,194.48,194.48,In stock,4.6,465
LifeCare,Metformin,Nova Life,Antacid,751.03,675.93,Out of stock,3.0,232
BioTrust,Metformin,ABC Pharma,Antihypertensive,793.54,634.83,Limited,3.8,158
LifeCare,Atorvastatin,Global Remedies,Antihypertensive,639.97,511.98,In stock,4.4,321
Medix,Omeprazole,Medicare Ltd,Analgesic,893.74,804.37,In stock,3.6,54
BioTrust,Metformin,ABC Pharma,Antidiabetic,328.79,295.91,In stock,3.4,491
BioTrust,Omeprazole,Sun Healthcare,Antibiotic,516.4,516.4,Out of stock,4.1,427
BioTrust,Atorvastatin,Medicare Ltd,Analgesic,1454.34,1163.47,Out of stock,2.9,486
LifeCare,Atorvastatin,Nova Life,Antacid,1711.37,1454.66,Limited,3.4,334
Medix,Amoxicillin,Nova Life,Analgesic,1130.89,1074.35,In stock,2.6,332
LifeCare,Amoxicillin,Sun Healthcare,Antibiotic,1669.23,1585.77,Out of stock,4.4,118
PharmaOne,Atorvastatin,Medicare Ltd,Antibiotic,596.74,566.9,Limited,3.0,317
HealPlus,Omeprazole,ABC Pharma,Antacid,182.28,164.05,Limited,3.1,454
Medix,Paracetamol,Sun Healthcare,Antacid,1970.48,1970.48,In stock,2.6,171
LifeCare,Amoxicillin,Sun Healthcare,Analgesic,931.85,885.26,Out of stock,3.1,286
PharmaOne,Omeprazole,Sun Healthcare,Antihypertensive,1606.42,1445.78,Out of stock,3.4,500
PharmaOne,Omeprazole,ABC Pharma,Antidiabetic,842.87,674.3,Out of stock,3.8,294
HealPlus,Paracetamol,Sun Healthcare,Antacid,1319.03,1055.22,Out of stock,3.8,371
HealPlus,Metformin,ABC Pharma,Antihypertensive,1577.17,1419.45,Out of stock,4.9,472
LifeCare,Metformin,ABC Pharma,Antidiabetic,1888.12,1793.71,Limited,4.1,457
LifeCare,Amoxicillin,Global Remedies,Analgesic,796.6,756.77,Out of stock,3.4,412
Medix,Paracetamol,Nova Life,Antibiotic,1577.44,1261.95,In stock,3.5,147
PharmaOne,Atorvastatin,Sun Healthcare,Analgesic,1078.38,970.54,In stock,4.3,185
PharmaOne,Metformin,Global Remedies,Antacid,126.52,126.52,Limited,4.3,246
BioTrust,Omeprazole,Global Remedies,Antidiabetic,339.01,305.11,Out of stock,4.9,286
Medix,Metformin,Medicare Ltd,Antibiotic,937.16,937.16,Limited,3.8,42
LifeCare,Amoxicillin,ABC Pharma,Analgesic,900.13,765.11,In stock,2.8,182
PharmaOne,Atorvastatin,Global Remedies,Antacid,1548.15,1393.34,In stock,4.1,388
PharmaOne,Omeprazole,Nova Life,Analgesic,426.94,341.55,In stock,4.7,145
HealPlus,Omeprazole,Sun Healthcare,Analgesic,1295.36,1295.36,In stock,2.8,42
HealPlus,Paracetamol,ABC Pharma,Antibiotic,855.42,855.42,In stock,3.8,144
PharmaOne,Amoxicillin,Nova Life,Antacid,1525.98,1449.68,In stock,3.6,50
PharmaOne,Atorvastatin,Medicare Ltd,Antacid,758.96,758.96,Out of stock,3.6,448
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1333.44,1333.44,In stock,3.2,30
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1530.44,1224.35,Limited,3.9,500
Medix,Metformin,ABC Pharma,Antacid,135.41,108.33,In stock,2.6,77
PharmaOne,Amoxicillin,ABC Pharma,Antacid,1113.41,1002.07,Out of stock,3.0,239
HealPlus,Paracetamol,Nova Life,Antibiotic,1571.67,1493.09,In stock,4.5,444
HealPlus,Metformin,Sun Healthcare,Antibiotic,339.75,305.77,In stock,3.4,85
BioTrust,Metformin,Global Remedies,Antacid,285.94,257.35,Out of stock,3.0,41
HealPlus,Omeprazole,Global Remedies,Antibiotic,1990.98,1592.78,In stock,2.8,428
Medix,Amoxicillin,Global Remedies,Antihypertensive,81.62,73.46,Out of stock,3.9,431
LifeCare,Omeprazole,ABC Pharma,Antibiotic,919.58,735.66,Out of stock,2.6,284
HealPlus,Metformin,Medicare Ltd,Analgesic,1526.87,1221.5,Limited,4.4,204
Medix,Paracetamol,Medicare Ltd,Antacid,1155.21,981.93,Out of stock,3.1,367
BioTrust,Omeprazole,Medicare Ltd,Analgesic,219.96,175.97,Limited,2.9,248
HealPlus,Paracetamol,Sun Healthcare,Antibiotic,952.85,762.28,Out of stock,2.9,479
BioTrust,Omeprazole,Sun Healthcare,Antacid,357.78,322.0,Limited,3.8,251
HealPlus,Metformin,Sun Healthcare,Analgesic,1374.32,1168.17,Out of stock,3.6,39
HealPlus,Omeprazole,Nova Life,Antihypertensive,980.15,784.12,Limited,2.5,488
HealPlus,Omeprazole,Nova Life,Antihypertensive,732.68,586.14,Limited,2.7,32
BioTrust,Amoxicillin,Global Remedies,Antidiabetic,1458.16,1239.44,Limited,3.9,39
LifeCare,Metformin,Nova Life,Antibiotic,495.58,470.8,Limited,2.9,86
LifeCare,Paracetamol,ABC Pharma,Antacid,383.75,345.38,In stock,2.9,111
BioTrust,Atorvastatin,ABC Pharma,Antihypertensive,175.52,140.42,Limited,4.0,325
LifeCare,Omeprazole,ABC Pharma,Antibiotic,1225.64,1103.08,Out of stock,3.2,326
LifeCare,Metformin,Global Remedies,Antacid,845.46,803.19,Limited,3.2,393
PharmaOne,Paracetamol,Nova Life,Antacid,869.04,738.68,Out of stock,2.8,374
BioTrust,Metformin,Nova Life,Antibiotic,1434.35,1290.91,In stock,3.0,356
PharmaOne,Atorvastatin,Medicare Ltd,Analgesic,1639.19,1475.27,Out of stock,3.1,39
LifeCare,Metformin,Nova Life,Analgesic,1228.16,1228.16,Out of stock,3.1,438
Medix,Amoxicillin,Medicare Ltd,Antidiabetic,695.03,695.03,In stock,4.5,388
BioTrust,Atorvastatin,Global Remedies,Antidiabetic,1699.07,1444.21,Limited,4.1,372
BioTrust,Atorvastatin,Nova Life,Analgesic,886.69,842.36,Out of stock,4.6,66
HealPlus,Amoxicillin,Global Remedies,Antidiabetic,1626.21,1463.59,Limited,4.2,435
BioTrust,Amoxicillin,Global Remedies,Antihypertensive,1077.03,861.62,Limited,4.3,429
LifeCare,Atorvastatin,ABC Pharma,Analgesic,1104.93,883.94,Limited,4.1,210
BioTrust,Paracetamol,Sun Healthcare,Antihypertensive,769.81,731.32,In stock,4.6,66
Medix,Omeprazole,Medicare Ltd,Antihypertensive,1701.69,1531.52,Out of stock,3.9,177
HealPlus,Paracetamol,Global Remedies,Antidiabetic,668.89,635.45,Out of stock,4.7,9
HealPlus,Omeprazole,Global Remedies,Antihypertensive,1202.44,1022.07,Limited,2.8,496
HealPlus,Amoxicillin,Nova Life,Antacid,1676.5,1592.67,Limited,3.0,400
HealPlus,Amoxicillin,Nova Life,Antidiabetic,1194.33,1194.33,Limited,3.0,260
LifeCare,Metformin,Medicare Ltd,Antidiabetic,529.42,423.54,In stock,3.6,275
HealPlus,Metformin,ABC Pharma,Antihypertensive,707.54,707.54,Out of stock,2.8,319
PharmaOne,Paracetamol,Sun Healthcare,Antibiotic,1637.32,1555.45,Out of stock,3.5,302
HealPlus,Paracetamol,Sun Healthcare,Antacid,1504.99,1354.49,Limited,2.9,36
PharmaOne,Paracetamol,Medicare Ltd,Antibiotic,1491.12,1192.9,In stock,2.6,309
Medix,Metformin,Sun Healthcare,Antibiotic,463.88,394.3,Out of stock,3.5,434
Medix,Omeprazole,Sun Healthcare,Antidiabetic,1430.69,1430.69,Limited,2.9,294
HealPlus,Amoxicillin,Medicare Ltd,Antidiabetic,1205.24,1084.72,Limited,4.9,410
HealPlus,Amoxicillin,Sun Healthcare,Antihypertensive,602.69,542.42,Limited,4.5,358
HealPlus,Atorvastatin,Nova Life,Antidiabetic,440.22,352.18,Limited,3.0,426
LifeCare,Amoxicillin,Medicare Ltd,Antidiabetic,563.78,479.21,In stock,4.9,442
HealPlus,Atorvastatin,Nova Life,Antacid,654.95,556.71,Out of stock,4.9,428
PharmaOne,Metformin,Medicare Ltd,Antidiabetic,1389.22,1250.3,Out of stock,4.1,94
LifeCare,Omeprazole,ABC Pharma,Analgesic,1892.31,1513.85,Out of stock,2.5,215
HealPlus,Omeprazole,Sun Healthcare,Analgesic,1944.38,1944.38,In stock,4.0,302
Medix,Paracetamol,ABC Pharma,Antihypertensive,798.97,679.12,Out of stock,4.1,334
HealPlus,Atorvastatin,ABC Pharma,Antacid,1226.21,1164.9,Out of stock,3.0,97
Medix,Metformin,Medicare Ltd,Analgesic,1532.52,1455.89,Out of stock,4.6,127
PharmaOne,Paracetamol,Sun Healthcare,Antibiotic,1370.16,1370.16,In stock,3.2,141
BioTrust,Metformin,ABC Pharma,Antihypertensive,695.25,556.2,Out of stock,3.0,56
Medix,Omeprazole,Nova Life,Analgesic,340.49,306.44,Limited,5.0,435
LifeCare,Metformin,Nova Life,Analgesic,403.22,362.9,Limited,3.4,476
BioTrust,Amoxicillin,Global Remedies,Antidiabetic,239.01,227.06,In stock,3.0,26
Medix,Omeprazole,ABC Pharma,Antidiabetic,980.24,980.24,Limited,3.1,375
Medix,Atorvastatin,Global Remedies,Antacid,1956.07,1564.86,Limited,3.7,238
BioTrust,Amoxicillin,Sun Healthcare,Antidiabetic,1871.31,1497.05,Out of stock,4.8,498
LifeCare,Atorvastatin,ABC Pharma,Antibiotic,66.52,66.52,Limited,4.8,63
BioTrust,Amoxicillin,Nova Life,Antibiotic,1323.44,1191.1,Out of stock,2.6,351
PharmaOne,Paracetamol,Sun Healthcare,Antihypertensive,857.91,815.01,Limited,2.7,378
Medix,Paracetamol,Global Remedies,Analgesic,811.64,689.89,Limited,4.0,199
LifeCare,Omeprazole,Global Remedies,Antihypertensive,802.19,802.19,Limited,2.5,268
LifeCare,Atorvastatin,Sun Healthcare,Antidiabetic,1401.41,1191.2,Limited,4.1,304
LifeCare,Paracetamol,Global Remedies,Antibiotic,1399.08,1189.22,Limited,4.6,78
LifeCare,Paracetamol,Global Remedies,Antidiabetic,289.55,260.6,Limited,3.5,456
BioTrust,Atorvastatin,Nova Life,Antidiabetic,1011.76,809.41,In stock,4.7,81
HealPlus,Amoxicillin,Nova Life,Antihypertensive,1076.17,1022.36,In stock,3.8,155
HealPlus,Metformin,Nova Life,Analgesic,1694.69,1525.22,Limited,4.7,76
HealPlus,Metformin,Global Remedies,Antibiotic,1460.94,1460.94,Out of stock,4.2,408
Medix,Atorvastatin,Sun Healthcare,Antacid,865.19,865.19,Out of stock,2.8,418
BioTrust,Amoxicillin,ABC Pharma,Antidiabetic,40.48,32.38,In stock,4.4,152
BioTrust,Atorvastatin,Medicare Ltd,Antacid,1463.19,1390.03,Out of stock,4.3,393
HealPlus,Atorvastatin,Medicare Ltd,Antacid,1166.43,1049.79,Out of stock,3.3,100
BioTrust,Omeprazole,Sun Healthcare,Analgesic,380.8,380.8,In stock,2.7,214
LifeCare,Paracetamol,Nova Life,Antacid,80.9,76.86,Limited,4.5,65
BioTrust,Atorvastatin,Medicare Ltd,Antidiabetic,1774.6,1597.14,Limited,2.8,458
LifeCare,Atorvastatin,ABC Pharma,Antacid,308.58,246.86,Limited,4.9,354
BioTrust,Paracetamol,ABC Pharma,Antidiabetic,93.18,74.54,Limited,4.0,281
PharmaOne,Omeprazole,Nova Life,Antihypertensive,562.12,505.91,In stock,2.6,384
Medix,Paracetamol,Medicare Ltd,Antidiabetic,658.29,526.63,Out of stock,4.7,241
PharmaOne,Metformin,Sun Healthcare,Antacid,1740.94,1653.89,Out of stock,3.4,135
LifeCare,Amoxicillin,Medicare Ltd,Analgesic,768.15,768.15,In stock,2.7,189
Medix,Omeprazole,Sun Healthcare,Antihypertensive,1749.64,1574.68,Limited,2.9,260
BioTrust,Atorvastatin,Sun Healthcare,Antihypertensive,464.27,464.27,Out of stock,3.0,398
BioTrust,Metformin,Medicare Ltd,Antacid,1990.27,1990.27,Limited,2.7,439
HealPlus,Amoxicillin,ABC Pharma,Antibiotic,1090.98,1036.43,In stock,2.8,43
PharmaOne,Omeprazole,Global Remedies,Antihypertensive,1037.1,1037.1,Out of stock,2.8,411
HealPlus,Omeprazole,ABC Pharma,Antacid,160.59,160.59,Limited,2.6,489
BioTrust,Metformin,Medicare Ltd,Antidiabetic,1832.49,1832.49,In stock,3.4,282
PharmaOne,Omeprazole,Sun Healthcare,Antihypertensive,1818.09,1636.28,In stock,3.9,365
HealPlus,Amoxicillin,Nova Life,Antihypertensive,630.09,504.07,In stock,4.9,140
Medix,Amoxicillin,Global Remedies,Antacid,1008.35,857.1,Out of stock,3.4,381
BioTrust,Atorvastatin,Sun Healthcare,Antacid,1618.39,1537.47,Limited,4.4,167
Medix,Metformin,Sun Healthcare,Antidiabetic,1720.7,1720.7,Limited,4.0,11
LifeCare,Paracetamol,ABC Pharma,Antibiotic,1648.06,1565.66,Limited,4.2,137
Medix,Atorvastatin,Medicare Ltd,Antihypertensive,1290.24,1225.73,In stock,4.2,257
LifeCare,Metformin,Nova Life,Antacid,1082.06,973.85,In stock,4.8,247
Medix,Metformin,Medicare Ltd,Antihypertensive,935.77,748.62,Limited,3.0,137
LifeCare,Metformin,Medicare Ltd,Analgesic,1270.56,1016.45,Out of stock,3.3,304
HealPlus,Paracetamol,Sun Healthcare,Antihypertensive,177.24,168.38,Limited,2.8,14
BioTrust,Metformin,Medicare Ltd,Analgesic,1123.86,899.09,In stock,5.0,347
Medix,Atorvastatin,Nova Life,Antibiotic,242.61,242.61,Out of stock,3.6,377
LifeCare,Amoxicillin,Nova Life,Antidiabetic,978.23,929.32,In stock,3.6,12
HealPlus,Paracetamol,Global Remedies,Antihypertensive,1516.65,1440.82,Out of stock,3.7,107
LifeCare,Metformin,Sun Healthcare,Antibiotic,1133.18,906.54,In stock,3.3,150
PharmaOne,Metformin,Medicare Ltd,Antacid,1754.51,1754.51,Out of stock,4.1,456
Medix,Omeprazole,Nova Life,Antibiotic,695.29,660.53,In stock,5.0,364
PharmaOne,Omeprazole,Medicare Ltd,Analgesic,983.72,983.72,In stock,4.5,371
PharmaOne,Omeprazole,Medicare Ltd,Analgesic,1134.25,1134.25,Out of stock,3.6,134
HealPlus,Amoxicillin,Nova Life,Antibiotic,188.25,178.84,Out of stock,3.3,406
HealPlus,Amoxicillin,Global Remedies,Antidiabetic,1357.11,1153.54,In stock,3.6,462
BioTrust,Omeprazole,Nova Life,Antacid,825.87,743.28,In stock,4.0,245
Medix,Amoxicillin,Sun Healthcare,Antacid,573.69,487.64,Limited,2.6,303
LifeCare,Omeprazole,Nova Life,Analgesic,1733.1,1733.1,Out of stock,4.9,337
PharmaOne,Paracetamol,ABC Pharma,Antidiabetic,223.79,212.6,Out of stock,4.7,186
HealPlus,Metformin,Global Remedies,Antacid,491.7,417.94,Limited,4.3,146
Medix,Metformin,Sun Healthcare,Antibiotic,1430.91,1287.82,Limited,4.6,106
BioTrust,Amoxicillin,Global Remedies,Antihypertensive,382.08,343.87,Out of stock,3.6,224
LifeCare,Metformin,ABC Pharma,Antihypertensive,844.15,844.15,Out of stock,3.5,81
PharmaOne,Omeprazole,Medicare Ltd,Antacid,1054.87,896.64,In stock,3.0,485
LifeCare,Amoxicillin,Medicare Ltd,Antibiotic,1503.28,1352.95,Limited,4.8,392
BioTrust,Atorvastatin,Sun Healthcare,Antacid,1245.54,1183.26,In stock,4.7,429
LifeCare,Metformin,Nova Life,Antacid,186.92,186.92,Out of stock,2.6,268
HealPlus,Omeprazole,Sun Healthcare,Analgesic,1936.29,1742.66,Out of stock,5.0,329
PharmaOne,Amoxicillin,Medicare Ltd,Antihypertensive,799.28,679.39,Out of stock,4.9,179
LifeCare,Metformin,Medicare Ltd,Antidiabetic,316.07,316.07,Out of stock,4.9,154
LifeCare,Amoxicillin,Medicare Ltd,Analgesic,1251.74,1189.15,Limited,4.6,235
BioTrust,Amoxicillin,Medicare Ltd,Antacid,908.89,863.45,Limited,3.0,306
LifeCare,Omeprazole,Global Remedies,Antidiabetic,173.41,156.07,In stock,4.9,335
Medix,Omeprazole,ABC Pharma,Analgesic,1198.74,1198.74,Limited,4.5,184
Medix,Atorvastatin,Global Remedies,Antacid,1794.25,1794.25,Out of stock,3.5,482
LifeCare,Metformin,ABC Pharma,Antibiotic,1470.33,1396.81,Out of stock,4.0,407
PharmaOne,Paracetamol,Medicare Ltd,Antihypertensive,59.39,47.51,Out of stock,3.9,475
LifeCare,Paracetamol,ABC Pharma,Antacid,1164.88,1164.88,Out of stock,4.1,466
PharmaOne,Atorvastatin,Medicare Ltd,Antidiabetic,832.25,832.25,Out of stock,4.0,333
HealPlus,Metformin,ABC Pharma,Antibiotic,1293.76,1229.07,Out of stock,3.7,407
LifeCare,Metformin,Sun Healthcare,Analgesic,1330.86,1197.77,Limited,4.0,243
Medix,Omeprazole,Global Remedies,Antihypertensive,784.06,627.25,Limited,3.5,25
BioTrust,Omeprazole,ABC Pharma,Analgesic,290.7,261.63,Limited,3.7,491
Medix,Amoxicillin,Nova Life,Antidiabetic,722.75,686.61,Out of stock,4.3,29
HealPlus,Omeprazole,ABC Pharma,Antihypertensive,519.72,519.72,Limited,4.9,330
LifeCare,Atorvastatin,Global Remedies,Antihypertensive,1502.03,1276.73,Out of stock,4.7,192
LifeCare,Atorvastatin,Medicare Ltd,Analgesic,1828.72,1462.98,Out of stock,3.5,328
Medix,Omeprazole,Nova Life,Antacid,542.77,488.49,In stock,3.3,126
Medix,Metformin,Global Remedies,Antihypertensive,1257.7,1194.82,Out of stock,4.1,16
Medix,Amoxicillin,ABC Pharma,Antidiabetic,590.01,590.01,Limited,4.9,457
BioTrust,Amoxicillin,Nova Life,Antibiotic,351.53,298.8,In stock,3.5,280
HealPlus,Atorvastatin,ABC Pharma,Antidiabetic,1389.11,1389.11,In stock,2.7,109
LifeCare,Omeprazole,ABC Pharma,Antidiabetic,58.33,52.5,Limited,3.0,430
BioTrust,Atorvastatin,Sun Healthcare,Antibiotic,1648.16,1318.53,In stock,4.5,132
BioTrust,Paracetamol,Medicare Ltd,Antibiotic,1032.9,826.32,Limited,3.7,461
LifeCare,Paracetamol,Global Remedies,Antibiotic,58.46,49.69,Out of stock,4.3,204
Medix,Metformin,Nova Life,Antihypertensive,1833.03,1833.03,In stock,3.5,147
PharmaOne,Omeprazole,ABC Pharma,Antidiabetic,1900.4,1710.36,Limited,3.4,427
PharmaOne,Paracetamol,Global Remedies,Antacid,194.04,155.23,Limited,2.9,399
BioTrust,Atorvastatin,Medicare Ltd,Antibiotic,556.61,445.29,Out of stock,3.0,410
HealPlus,Metformin,Medicare Ltd,Antibiotic,1666.49,1666.49,Limited,5.0,53
PharmaOne,Amoxicillin,Sun Healthcare,Antidiabetic,767.28,728.92,Limited,4.7,369
PharmaOne,Amoxicillin,Global Remedies,Antacid,1657.77,1326.22,Limited,4.0,238
PharmaOne,Atorvastatin,Medicare Ltd,Antidiabetic,188.79,169.91,Out of stock,3.4,122
PharmaOne,Metformin,Global Remedies,Antacid,1434.86,1434.86,Out of stock,4.6,222
LifeCare,Atorvastatin,Sun Healthcare,Antihypertensive,492.58,394.06,In stock,4.5,199
Medix,Paracetamol,Medicare Ltd,Antihypertensive,113.36,107.69,In stock,3.6,135
LifeCare,Metformin,ABC Pharma,Antidiabetic,1439.77,1151.82,Limited,2.7,323
HealPlus,Omeprazole,Sun Healthcare,Antibiotic,1619.01,1538.06,Out of stock,4.4,276
Medix,Metformin,Nova Life,Antidiabetic,760.27,722.26,Out of stock,2.5,466
