date,location,item,closing_stock,Inventory_Status,Recommendation,Alert,supplier
2025-10-31,Warehouse C,Flour,47,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-01,Hospital A,Paracetamol,76,Warning,Reorder Soon,OK,Supplier Y
2025-11-01,Hospital A,Amoxicillin,85,Warning,Reorder Soon,OK,Supplier X
2025-11-01,Hospital A,Rice,10,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-01,Hospital A,Flour,69,Warning,Reorder Soon,OK,Supplier Y
2025-11-01,Hospital B,Paracetamol,115,Healthy,No Action Required,OK,Supplier Y
2025-11-01,Hospital B,Amoxicillin,172,Healthy,No Action Required,OK,Supplier X
2025-11-01,Hospital B,Rice,89,Warning,Reorder Soon,OK,Supplier X
2025-11-01,Hospital B,Flour,69,Warning,Reorder Soon,OK,Supplier Y
2025-11-01,Warehouse C,Paracetamol,99,Warning,Reorder Soon,OK,Supplier Y
2025-11-01,Warehouse C,Amoxicillin,106,Healthy,No Action Required,OK,Supplier X
2025-11-01,Warehouse C,Rice,100,Healthy,No Action Required,OK,Supplier Y
2025-11-01,Warehouse C,Flour,43,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-02,Hospital A,Paracetamol,24,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-02,Hospital A,Amoxicillin,68,Warning,Reorder Soon,OK,Supplier Y
2025-11-02,Hospital A,Rice,87,Warning,Reorder Soon,OK,Supplier Y
2025-11-02,Hospital A,Flour,65,Warning,Reorder Soon,OK,Supplier X
2025-11-02,Hospital B,Paracetamol,40,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-02,Hospital B,Amoxicillin,39,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-02,Hospital B,Rice,99,Warning,Reorder Soon,OK,Supplier Y
2025-11-02,Hospital B,Flour,34,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-02,Warehouse C,Paracetamol,67,Warning,Reorder Soon,OK,Supplier X
2025-11-02,Warehouse C,Amoxicillin,127,Healthy,No Action Required,OK,Supplier Y
2025-11-02,Warehouse C,Rice,33,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-02,Warehouse C,Flour,51,Warning,Reorder Soon,OK,Supplier Y
2025-11-03,Hospital A,Paracetamol,69,Warning,Reorder Soon,OK,Supplier X
2025-11-03,Hospital A,Amoxicillin,19,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-03,Hospital A,Rice,52,Warning,Reorder Soon,OK,Supplier Y
2025-11-03,Hospital A,Flour,97,Warning,Reorder Soon,OK,Supplier X
2025-11-03,Hospital B,Paracetamol,10,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-03,Hospital B,Amoxicillin,55,Warning,Reorder Soon,OK,Supplier Y
2025-11-03,Hospital B,Rice,76,Warning,Reorder Soon,OK,Supplier X
2025-11-03,Hospital B,Flour,74,Warning,Reorder Soon,OK,Supplier Y
2025-11-03,Warehouse C,Paracetamol,65,Warning,Reorder Soon,OK,Supplier Y
2025-11-03,Warehouse C,Amoxicillin,63,Warning,Reorder Soon,OK,Supplier Y
2025-11-03,Warehouse C,Rice,37,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-03,Warehouse C,Flour,52,Warning,Reorder Soon,OK,Supplier Y
2025-11-04,Hospital A,Paracetamol,158,Healthy,No Action Required,OK,Supplier Y
2025-11-04,Hospital A,Amoxicillin,65,Warning,Reorder Soon,OK,Supplier X
2025-11-04,Hospital A,Rice,9,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-04,Hospital A,Flour,68,Warning,Reorder Soon,OK,Supplier Y
2025-11-04,Hospital B,Paracetamol,148,Healthy,No Action Required,OK,Supplier Y
2025-11-04,Hospital B,Amoxicillin,69,Warning,Reorder Soon,OK,Supplier X
2025-11-04,Hospital B,Rice,94,Warning,Reorder Soon,OK,Supplier Y
2025-11-04,Hospital B,Flour,60,Warning,Reorder Soon,OK,Supplier X
2025-11-04,Warehouse C,Paracetamol,1,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-04,Warehouse C,Amoxicillin,25,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-04,Warehouse C,Rice,118,Healthy,No Action Required,OK,Supplier Y
2025-11-04,Warehouse C,Flour,62,Warning,Reorder Soon,OK,Supplier X
2025-11-05,Hospital A,Paracetamol,6,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-05,Hospital A,Amoxicillin,153,Healthy,No Action Required,OK,Supplier Y
2025-11-05,Hospital A,Rice,66,Warning,Reorder Soon,OK,Supplier X
2025-11-05,Hospital A,Flour,20,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-05,Hospital B,Paracetamol,60,Warning,Reorder Soon,OK,Supplier X
2025-11-05,Hospital B,Amoxicillin,49,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-05,Hospital B,Rice,128,Healthy,No Action Required,OK,Supplier X
2025-11-05,Hospital B,Flour,129,Healthy,No Action Required,OK,Supplier Y
2025-11-05,Warehouse C,Paracetamol,93,Warning,Reorder Soon,OK,Supplier Y
2025-11-05,Warehouse C,Amoxicillin,49,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-05,Warehouse C,Rice,20,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-05,Warehouse C,Flour,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-06,Hospital A,Paracetamol,107,Healthy,No Action Required,OK,Supplier Y
2025-11-06,Hospital A,Amoxicillin,203,Healthy,No Action Required,OK,Supplier Y
2025-11-06,Hospital A,Rice,14,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-06,Hospital A,Flour,80,Warning,Reorder Soon,OK,Supplier X
2025-11-06,Hospital B,Paracetamol,92,Warning,Reorder Soon,OK,Supplier X
2025-11-06,Hospital B,Amoxicillin,87,Warning,Reorder Soon,OK,Supplier Y
2025-11-06,Hospital B,Rice,106,Healthy,No Action Required,OK,Supplier Y
2025-11-06,Hospital B,Flour,107,Healthy,No Action Required,OK,Supplier Y
2025-11-06,Warehouse C,Paracetamol,69,Warning,Reorder Soon,OK,Supplier Y
2025-11-06,Warehouse C,Amoxicillin,164,Healthy,No Action Required,OK,Supplier X
2025-11-06,Warehouse C,Rice,88,Warning,Reorder Soon,OK,Supplier Y
2025-11-06,Warehouse C,Flour,11,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-07,Hospital A,Paracetamol,68,Warning,Reorder Soon,OK,Supplier X
2025-11-07,Hospital A,Amoxicillin,102,Healthy,No Action Required,OK,Supplier Y
2025-11-07,Hospital A,Rice,31,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-07,Hospital A,Flour,170,Healthy,No Action Required,OK,Supplier Y
2025-11-07,Hospital B,Paracetamol,32,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-07,Hospital B,Amoxicillin,155,Healthy,No Action Required,OK,Supplier X
2025-11-07,Hospital B,Rice,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-07,Hospital B,Flour,177,Healthy,No Action Required,OK,Supplier Y
2025-11-07,Warehouse C,Paracetamol,126,Healthy,No Action Required,OK,Supplier X
2025-11-07,Warehouse C,Amoxicillin,101,Healthy,No Action Required,OK,Supplier X
2025-11-07,Warehouse C,Rice,1,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-07,Warehouse C,Flour,106,Healthy,No Action Required,OK,Supplier X
2025-11-08,Hospital A,Paracetamol,161,Healthy,No Action Required,OK,Supplier X
2025-11-08,Hospital A,Amoxicillin,108,Healthy,No Action Required,OK,Supplier X
2025-11-08,Hospital A,Rice,114,Healthy,No Action Required,OK,Supplier X
2025-11-08,Hospital A,Flour,92,Warning,Reorder Soon,OK,Supplier Y
2025-11-08,Hospital B,Paracetamol,56,Warning,Reorder Soon,OK,Supplier X
2025-11-08,Hospital B,Amoxicillin,15,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-08,Hospital B,Rice,152,Healthy,No Action Required,OK,Supplier X
2025-11-08,Hospital B,Flour,106,Healthy,No Action Required,OK,Supplier X
2025-11-08,Warehouse C,Paracetamol,77,Warning,Reorder Soon,OK,Supplier Y
2025-11-08,Warehouse C,Amoxicillin,93,Warning,Reorder Soon,OK,Supplier X
2025-11-08,Warehouse C,Rice,53,Warning,Reorder Soon,OK,Supplier Y
2025-11-08,Warehouse C,Flour,143,Healthy,No Action Required,OK,Supplier X
2025-11-09,Hospital A,Paracetamol,54,Warning,Reorder Soon,OK,Supplier X
2025-11-09,Hospital A,Amoxicillin,2,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-09,Hospital A,Rice,74,Warning,Reorder Soon,OK,Supplier X
2025-11-09,Hospital A,Flour,44,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-09,Hospital B,Paracetamol,131,Healthy,No Action Required,OK,Supplier Y
2025-11-09,Hospital B,Amoxicillin,80,Warning,Reorder Soon,OK,Supplier Y
2025-11-09,Hospital B,Rice,54,Warning,Reorder Soon,OK,Supplier Y
2025-11-09,Hospital B,Flour,105,Healthy,No Action Required,OK,Supplier X
2025-11-09,Warehouse C,Paracetamol,122,Healthy,No Action Required,OK,Supplier Y
2025-11-09,Warehouse C,Amoxicillin,48,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-09,Warehouse C,Rice,56,Warning,Reorder Soon,OK,Supplier X
2025-11-09,Warehouse C,Flour,88,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Hospital A,Paracetamol,80,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Hospital A,Amoxicillin,69,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Hospital A,Rice,21,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-10,Hospital A,Flour,130,Healthy,No Action Required,OK,Supplier Y
2025-11-10,Hospital B,Paracetamol,60,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Hospital B,Amoxicillin,38,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-10,Hospital B,Rice,6,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-10,Hospital B,Flour,66,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Warehouse C,Paracetamol,70,Warning,Reorder Soon,OK,Supplier X
2025-11-10,Warehouse C,Amoxicillin,50,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Warehouse C,Rice,71,Warning,Reorder Soon,OK,Supplier Y
2025-11-10,Warehouse C,Flour,136,Healthy,No Action Required,OK,Supplier Y
2025-11-11,Hospital A,Paracetamol,61,Warning,Reorder Soon,OK,Supplier Y
2025-11-11,Hospital A,Amoxicillin,50,Warning,Reorder Soon,OK,Supplier X
2025-11-11,Hospital A,Rice,118,Healthy,No Action Required,OK,Supplier Y
2025-11-11,Hospital A,Flour,73,Warning,Reorder Soon,OK,Supplier Y
2025-11-11,Hospital B,Paracetamol,82,Warning,Reorder Soon,OK,Supplier Y
2025-11-11,Hospital B,Amoxicillin,24,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-11,Hospital B,Rice,4,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-11,Hospital B,Flour,25,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-11,Warehouse C,Paracetamol,166,Healthy,No Action Required,OK,Supplier X
2025-11-11,Warehouse C,Amoxicillin,24,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-11,Warehouse C,Rice,144,Healthy,No Action Required,OK,Supplier Y
2025-11-11,Warehouse C,Flour,22,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-12,Hospital A,Paracetamol,43,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-12,Hospital A,Amoxicillin,171,Healthy,No Action Required,OK,Supplier Y
2025-11-12,Hospital A,Rice,101,Healthy,No Action Required,OK,Supplier Y
2025-11-12,Hospital A,Flour,9,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-12,Hospital B,Paracetamol,3,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-12,Hospital B,Amoxicillin,19,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-12,Hospital B,Rice,120,Healthy,No Action Required,OK,Supplier Y
2025-11-12,Hospital B,Flour,43,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-12,Warehouse C,Paracetamol,41,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-12,Warehouse C,Amoxicillin,36,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-12,Warehouse C,Rice,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-12,Warehouse C,Flour,102,Healthy,No Action Required,OK,Supplier X
2025-11-13,Hospital A,Paracetamol,84,Warning,Reorder Soon,OK,Supplier X
2025-11-13,Hospital A,Amoxicillin,163,Healthy,No Action Required,OK,Supplier X
2025-11-13,Hospital A,Rice,90,Warning,Reorder Soon,OK,Supplier Y
2025-11-13,Hospital A,Flour,89,Warning,Reorder Soon,OK,Supplier Y
2025-11-13,Hospital B,Paracetamol,53,Warning,Reorder Soon,OK,Supplier Y
2025-11-13,Hospital B,Amoxicillin,12,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-13,Hospital B,Rice,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-13,Hospital B,Flour,134,Healthy,No Action Required,OK,Supplier X
2025-11-13,Warehouse C,Paracetamol,75,Warning,Reorder Soon,OK,Supplier Y
2025-11-13,Warehouse C,Amoxicillin,57,Warning,Reorder Soon,OK,Supplier Y
2025-11-13,Warehouse C,Rice,99,Warning,Reorder Soon,OK,Supplier Y
2025-11-13,Warehouse C,Flour,21,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-14,Hospital A,Paracetamol,34,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-14,Hospital A,Amoxicillin,11,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-14,Hospital A,Rice,75,Warning,Reorder Soon,OK,Supplier X
2025-11-14,Hospital A,Flour,26,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-14,Hospital B,Paracetamol,43,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-14,Hospital B,Amoxicillin,136,Healthy,No Action Required,OK,Supplier Y
2025-11-14,Hospital B,Rice,110,Healthy,No Action Required,OK,Supplier X
2025-11-14,Hospital B,Flour,152,Healthy,No Action Required,OK,Supplier Y
2025-11-14,Warehouse C,Paracetamol,50,Warning,Reorder Soon,OK,Supplier X
2025-11-14,Warehouse C,Amoxicillin,62,Warning,Reorder Soon,OK,Supplier X
2025-11-14,Warehouse C,Rice,66,Warning,Reorder Soon,OK,Supplier Y
2025-11-14,Warehouse C,Flour,155,Healthy,No Action Required,OK,Supplier Y
2025-11-15,Hospital A,Paracetamol,179,Healthy,No Action Required,OK,Supplier Y
2025-11-15,Hospital A,Amoxicillin,26,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-15,Hospital A,Rice,35,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-15,Hospital A,Flour,15,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-15,Hospital B,Paracetamol,55,Warning,Reorder Soon,OK,Supplier X
2025-11-15,Hospital B,Amoxicillin,106,Healthy,No Action Required,OK,Supplier X
2025-11-15,Hospital B,Rice,92,Warning,Reorder Soon,OK,Supplier X
2025-11-15,Hospital B,Flour,40,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-15,Warehouse C,Paracetamol,52,Warning,Reorder Soon,OK,Supplier Y
2025-11-15,Warehouse C,Amoxicillin,14,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-15,Warehouse C,Rice,32,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-15,Warehouse C,Flour,139,Healthy,No Action Required,OK,Supplier Y
2025-11-16,Hospital A,Paracetamol,143,Healthy,No Action Required,OK,Supplier X
2025-11-16,Hospital A,Amoxicillin,8,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-16,Hospital A,Rice,109,Healthy,No Action Required,OK,Supplier Y
2025-11-16,Hospital A,Flour,95,Warning,Reorder Soon,OK,Supplier X
2025-11-16,Hospital B,Paracetamol,114,Healthy,No Action Required,OK,Supplier Y
2025-11-16,Hospital B,Amoxicillin,15,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-16,Hospital B,Rice,113,Healthy,No Action Required,OK,Supplier Y
2025-11-16,Hospital B,Flour,24,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-16,Warehouse C,Paracetamol,152,Healthy,No Action Required,OK,Supplier Y
2025-11-16,Warehouse C,Amoxicillin,9,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-16,Warehouse C,Rice,69,Warning,Reorder Soon,OK,Supplier X
2025-11-16,Warehouse C,Flour,84,Warning,Reorder Soon,OK,Supplier Y
2025-11-17,Hospital A,Paracetamol,100,Healthy,No Action Required,OK,Supplier X
2025-11-17,Hospital A,Amoxicillin,76,Warning,Reorder Soon,OK,Supplier X
2025-11-17,Hospital A,Rice,127,Healthy,No Action Required,OK,Supplier Y
2025-11-17,Hospital A,Flour,68,Warning,Reorder Soon,OK,Supplier X
2025-11-17,Hospital B,Paracetamol,68,Warning,Reorder Soon,OK,Supplier X
2025-11-17,Hospital B,Amoxicillin,30,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-17,Hospital B,Rice,37,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-17,Hospital B,Flour,145,Healthy,No Action Required,OK,Supplier X
2025-11-17,Warehouse C,Paracetamol,86,Warning,Reorder Soon,OK,Supplier Y
2025-11-17,Warehouse C,Amoxicillin,105,Healthy,No Action Required,OK,Supplier X
2025-11-17,Warehouse C,Rice,29,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-17,Warehouse C,Flour,145,Healthy,No Action Required,OK,Supplier Y
2025-11-18,Hospital A,Paracetamol,207,Healthy,No Action Required,OK,Supplier X
2025-11-18,Hospital A,Amoxicillin,24,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-18,Hospital A,Rice,159,Healthy,No Action Required,OK,Supplier Y
2025-11-18,Hospital A,Flour,83,Warning,Reorder Soon,OK,Supplier Y
2025-11-18,Hospital B,Paracetamol,210,Healthy,No Action Required,OK,Supplier Y
2025-11-18,Hospital B,Amoxicillin,75,Warning,Reorder Soon,OK,Supplier Y
2025-11-18,Hospital B,Rice,117,Healthy,No Action Required,OK,Supplier X
2025-11-18,Hospital B,Flour,45,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-18,Warehouse C,Paracetamol,143,Healthy,No Action Required,OK,Supplier Y
2025-11-18,Warehouse C,Amoxicillin,55,Warning,Reorder Soon,OK,Supplier X
2025-11-18,Warehouse C,Rice,84,Warning,Reorder Soon,OK,Supplier X
2025-11-18,Warehouse C,Flour,21,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-19,Hospital A,Paracetamol,151,Healthy,No Action Required,OK,Supplier X
2025-11-19,Hospital A,Amoxicillin,203,Healthy,No Action Required,OK,Supplier X
2025-11-19,Hospital A,Rice,10,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-19,Hospital A,Flour,99,Warning,Reorder Soon,OK,Supplier X
2025-11-19,Hospital B,Paracetamol,35,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-19,Hospital B,Amoxicillin,15,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-19,Hospital B,Rice,100,Healthy,No Action Required,OK,Supplier X
2025-11-19,Hospital B,Flour,3,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-19,Warehouse C,Paracetamol,101,Healthy,No Action Required,OK,Supplier Y
2025-11-19,Warehouse C,Amoxicillin,150,Healthy,No Action Required,OK,Supplier X
2025-11-19,Warehouse C,Rice,134,Healthy,No Action Required,OK,Supplier Y
2025-11-19,Warehouse C,Flour,18,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-20,Hospital A,Paracetamol,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-20,Hospital A,Amoxicillin,103,Healthy,No Action Required,OK,Supplier X
2025-11-20,Hospital A,Rice,39,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-20,Hospital A,Flour,7,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-20,Hospital B,Paracetamol,112,Healthy,No Action Required,OK,Supplier X
2025-11-20,Hospital B,Amoxicillin,45,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-20,Hospital B,Rice,106,Healthy,No Action Required,OK,Supplier X
2025-11-20,Hospital B,Flour,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-20,Warehouse C,Paracetamol,51,Warning,Reorder Soon,OK,Supplier Y
2025-11-20,Warehouse C,Amoxicillin,125,Healthy,No Action Required,OK,Supplier Y
2025-11-20,Warehouse C,Rice,47,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-20,Warehouse C,Flour,159,Healthy,No Action Required,OK,Supplier X
2025-11-21,Hospital A,Paracetamol,83,Warning,Reorder Soon,OK,Supplier Y
2025-11-21,Hospital A,Amoxicillin,54,Warning,Reorder Soon,OK,Supplier Y
2025-11-21,Hospital A,Rice,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-21,Hospital A,Flour,103,Healthy,No Action Required,OK,Supplier X
2025-11-21,Hospital B,Paracetamol,37,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-21,Hospital B,Amoxicillin,60,Warning,Reorder Soon,OK,Supplier X
2025-11-21,Hospital B,Rice,76,Warning,Reorder Soon,OK,Supplier Y
2025-11-21,Hospital B,Flour,156,Healthy,No Action Required,OK,Supplier Y
2025-11-21,Warehouse C,Paracetamol,56,Warning,Reorder Soon,OK,Supplier Y
2025-11-21,Warehouse C,Amoxicillin,110,Healthy,No Action Required,OK,Supplier X
2025-11-21,Warehouse C,Rice,135,Healthy,No Action Required,OK,Supplier X
2025-11-21,Warehouse C,Flour,4,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-22,Hospital A,Paracetamol,158,Healthy,No Action Required,OK,Supplier X
2025-11-22,Hospital A,Amoxicillin,14,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-22,Hospital A,Rice,89,Warning,Reorder Soon,OK,Supplier Y
2025-11-22,Hospital A,Flour,82,Warning,Reorder Soon,OK,Supplier X
2025-11-22,Hospital B,Paracetamol,80,Warning,Reorder Soon,OK,Supplier Y
2025-11-22,Hospital B,Amoxicillin,97,Warning,Reorder Soon,OK,Supplier X
2025-11-22,Hospital B,Rice,53,Warning,Reorder Soon,OK,Supplier Y
2025-11-22,Hospital B,Flour,62,Warning,Reorder Soon,OK,Supplier X
2025-11-22,Warehouse C,Paracetamol,144,Healthy,No Action Required,OK,Supplier Y
2025-11-22,Warehouse C,Amoxicillin,150,Healthy,No Action Required,OK,Supplier X
2025-11-22,Warehouse C,Rice,38,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-22,Warehouse C,Flour,1,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-23,Hospital A,Paracetamol,76,Warning,Reorder Soon,OK,Supplier X
2025-11-23,Hospital A,Amoxicillin,147,Healthy,No Action Required,OK,Supplier Y
2025-11-23,Hospital A,Rice,150,Healthy,No Action Required,OK,Supplier Y
2025-11-23,Hospital A,Flour,138,Healthy,No Action Required,OK,Supplier Y
2025-11-23,Hospital B,Paracetamol,101,Healthy,No Action Required,OK,Supplier Y
2025-11-23,Hospital B,Amoxicillin,38,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-23,Hospital B,Rice,135,Healthy,No Action Required,OK,Supplier Y
2025-11-23,Hospital B,Flour,111,Healthy,No Action Required,OK,Supplier X
2025-11-23,Warehouse C,Paracetamol,23,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-23,Warehouse C,Amoxicillin,65,Warning,Reorder Soon,OK,Supplier X
2025-11-23,Warehouse C,Rice,58,Warning,Reorder Soon,OK,Supplier Y
2025-11-23,Warehouse C,Flour,31,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-24,Hospital A,Paracetamol,30,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-24,Hospital A,Amoxicillin,90,Warning,Reorder Soon,OK,Supplier X
2025-11-24,Hospital A,Rice,33,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-24,Hospital A,Flour,135,Healthy,No Action Required,OK,Supplier Y
2025-11-24,Hospital B,Paracetamol,85,Warning,Reorder Soon,OK,Supplier Y
2025-11-24,Hospital B,Amoxicillin,40,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-24,Hospital B,Rice,88,Warning,Reorder Soon,OK,Supplier X
2025-11-24,Hospital B,Flour,126,Healthy,No Action Required,OK,Supplier X
2025-11-24,Warehouse C,Paracetamol,17,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-24,Warehouse C,Amoxicillin,53,Warning,Reorder Soon,OK,Supplier Y
2025-11-24,Warehouse C,Rice,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-24,Warehouse C,Flour,76,Warning,Reorder Soon,OK,Supplier Y
2025-11-25,Hospital A,Paracetamol,54,Warning,Reorder Soon,OK,Supplier Y
2025-11-25,Hospital A,Amoxicillin,90,Warning,Reorder Soon,OK,Supplier Y
2025-11-25,Hospital A,Rice,25,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-25,Hospital A,Flour,65,Warning,Reorder Soon,OK,Supplier X
2025-11-25,Hospital B,Paracetamol,9,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-25,Hospital B,Amoxicillin,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-25,Hospital B,Rice,37,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-25,Hospital B,Flour,108,Healthy,No Action Required,OK,Supplier Y
2025-11-25,Warehouse C,Paracetamol,41,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-25,Warehouse C,Amoxicillin,42,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-25,Warehouse C,Rice,86,Warning,Reorder Soon,OK,Supplier Y
2025-11-25,Warehouse C,Flour,32,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-26,Hospital A,Paracetamol,96,Warning,Reorder Soon,OK,Supplier X
2025-11-26,Hospital A,Amoxicillin,53,Warning,Reorder Soon,OK,Supplier Y
2025-11-26,Hospital A,Rice,53,Warning,Reorder Soon,OK,Supplier Y
2025-11-26,Hospital A,Flour,34,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-11-26,Hospital B,Paracetamol,92,Warning,Reorder Soon,OK,Supplier Y
2025-11-26,Hospital B,Amoxicillin,98,Warning,Reorder Soon,OK,Supplier Y
2025-11-26,Hospital B,Rice,142,Healthy,No Action Required,OK,Supplier Y
2025-11-26,Hospital B,Flour,173,Healthy,No Action Required,OK,Supplier X
2025-11-26,Warehouse C,Paracetamol,39,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-11-26,Warehouse C,Amoxicillin,119,Healthy,No Action Required,OK,Supplier Y
2025-11-26,Warehouse C,Rice,150,Healthy,No Action Required,OK,Supplier Y
2025-11-26,Warehouse C,Flour,125,Healthy,No Action Required,OK,Supplier Y
